OrderID,CustomerID,ProductID,OrderDate,Quantity,Revenue,COGS,SourceFile
d86bb705-367e-4ca4-b11a-6a4d55abe6f5,c672d9cb-b74b-48ea-bff3-908ff9790632,1030,2023-12-14,4,76.24,43.52,Orders_2023.csv
e831bcb1-7976-4e70-9271-b7b9dfb6ffac,c672d9cb-b74b-48ea-bff3-908ff9790632,1018,2023-03-23,1,43.28,18.93,Orders_2023.csv
2ff076c6-494f-498d-99fc-37a389a591d0,c672d9cb-b74b-48ea-bff3-908ff9790632,1023,2023-03-13,3,195.63,75.3,Orders_2023.csv
0dea6787-83ec-44cf-b1b2-94e5b3a39f04,c672d9cb-b74b-48ea-bff3-908ff9790632,1026,2023-09-01,3,58.47,34.65,Orders_2023.csv
34db3444-366a-48e6-ab95-78b273f8c3f2,19ebe822-7b55-4146-9fbf-7f30a95fcc27,1042,2023-05-13,2,30.46,24.36,Orders_2023.csv
0734fa51-10e5-4991-8618-e810bbc8cce9,19ebe822-7b55-4146-9fbf-7f30a95fcc27,1031,2023-10-26,4,928.8,285.04,Orders_2023.csv
ee187ee7-48bb-4a9b-857b-30442375146a,19ebe822-7b55-4146-9fbf-7f30a95fcc27,1043,2023-06-26,3,129.84,56.79,Orders_2023.csv
3dc16a4a-db82-40ce-ae7e-1e5c6685a669,19ebe822-7b55-4146-9fbf-7f30a95fcc27,1006,2023-11-28,2,464.4,142.52,Orders_2023.csv
d7f556e2-3505-40eb-ae75-6c59d87587e0,19ebe822-7b55-4146-9fbf-7f30a95fcc27,1015,2023-10-30,2,48.26,16.9,Orders_2023.csv
2ac306ca-e96c-4f81-a923-7f0d7216278d,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1016,2023-11-27,4,172.8,113.12,Orders_2023.csv
70094d56-57a4-4142-95b7-9179029b02ff,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1040,2023-05-22,1,24.13,8.45,Orders_2023.csv
f9d41b44-bc06-4aac-ac11-6d812e57bd38,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1047,2023-07-24,2,177.54,43.38,Orders_2023.csv
ad633070-148f-4f94-9bf4-43712412d793,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1043,2023-01-06,2,86.56,37.86,Orders_2023.csv
050703ad-643e-4702-9cf3-3e30ecc1af61,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1023,2023-11-30,3,195.63,75.3,Orders_2023.csv
05ea9117-1e78-4687-906c-767658984d2c,8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,1033,2023-05-28,3,707.28,361.32,Orders_2023.csv
db57d0a8-fd37-4a2b-904b-377ed2283ed6,2de84462-b349-47ab-8700-7ac254586db9,1050,2023-11-27,4,293.64,99.24,Orders_2023.csv
ae0e4390-6908-4ade-8bca-ec12127619d7,2de84462-b349-47ab-8700-7ac254586db9,1018,2023-12-15,2,86.56,37.86,Orders_2023.csv
69bba0c5-1be7-4605-a0cd-55539087fdff,2de84462-b349-47ab-8700-7ac254586db9,1004,2023-06-06,4,93.96,36.68,Orders_2023.csv
d6dbaa47-55fe-409f-a4b0-f681b86fef3a,2de84462-b349-47ab-8700-7ac254586db9,1044,2023-12-04,2,42.74,15.02,Orders_2023.csv
a98789e4-57e4-4392-acb5-90e108d9d767,2de84462-b349-47ab-8700-7ac254586db9,1045,2023-09-27,3,82.11,65.7,Orders_2023.csv
6d2e29f0-d4a3-48b6-92a4-a75344ad9c80,2de84462-b349-47ab-8700-7ac254586db9,1047,2023-03-14,3,266.31,65.07,Orders_2023.csv
9242fbaf-e30a-4809-9907-ee000cfc5b7b,2de84462-b349-47ab-8700-7ac254586db9,1034,2023-08-04,1,338.36,134.7,Orders_2023.csv
ce73ab13-5f44-4a08-9d31-fa91cf831600,2de84462-b349-47ab-8700-7ac254586db9,1037,2023-01-21,2,69.74,47.22,Orders_2023.csv
50583930-d6fc-4182-9de5-8dd50a5b33fa,2de84462-b349-47ab-8700-7ac254586db9,1004,2023-02-27,3,70.47,27.51,Orders_2023.csv
c267c298-6d02-4e26-8966-269f9f00a27c,2de84462-b349-47ab-8700-7ac254586db9,1050,2023-11-13,4,293.64,99.24,Orders_2023.csv
30c340d1-fb8b-4da6-850c-597ad58635b5,cc8645a3-a19b-4915-9cc6-2dce14049120,1007,2023-02-04,4,1018.88,473.76,Orders_2023.csv
39808028-8d94-453e-8fb2-a9d7f201317d,cc8645a3-a19b-4915-9cc6-2dce14049120,1022,2023-08-16,3,266.31,65.07,Orders_2023.csv
e6eed063-d0bc-49a2-9ff3-1c95b24757e9,cc8645a3-a19b-4915-9cc6-2dce14049120,1034,2023-02-21,4,1353.44,538.8,Orders_2023.csv
9c37ac5a-1825-403f-89bb-b437b1ff765a,cc8645a3-a19b-4915-9cc6-2dce14049120,1006,2023-01-27,3,696.6,213.78,Orders_2023.csv
12531dad-9ae0-439d-80f0-67bc228ee0e8,cc8645a3-a19b-4915-9cc6-2dce14049120,1036,2023-11-09,4,107.32,53.28,Orders_2023.csv
a0c18009-6185-450b-a7ec-81ad1d6e0325,cc8645a3-a19b-4915-9cc6-2dce14049120,1020,2023-10-11,1,27.37,21.9,Orders_2023.csv
7470e260-38e0-4fad-9964-90418116289a,cc8645a3-a19b-4915-9cc6-2dce14049120,1019,2023-07-13,2,42.74,15.02,Orders_2023.csv
060ccf39-0d32-4f0f-afcd-7b403005872e,cc8645a3-a19b-4915-9cc6-2dce14049120,1045,2023-05-01,4,109.48,87.6,Orders_2023.csv
a243d97b-8692-4e6a-b501-cd2daa00a529,96550947-3cf0-4e17-816e-b347b9a4b83a,1024,2023-03-09,1,74.87,17.45,Orders_2023.csv
be7b1dac-4e0d-4456-a45c-d7100aa075ae,96550947-3cf0-4e17-816e-b347b9a4b83a,1036,2023-05-19,4,107.32,53.28,Orders_2023.csv
b1a1915a-755e-44d4-a6cd-7a621dbfdd2c,96550947-3cf0-4e17-816e-b347b9a4b83a,1038,2023-09-21,3,183.12,70.11,Orders_2023.csv
0fcf577a-d28c-4ae4-b04f-ad67c3de8238,96550947-3cf0-4e17-816e-b347b9a4b83a,1042,2023-09-03,4,60.92,48.72,Orders_2023.csv
d43d9f1b-f299-4f79-9afb-19ae331eb768,96550947-3cf0-4e17-816e-b347b9a4b83a,1040,2023-05-17,2,48.26,16.9,Orders_2023.csv
96cc83fa-1350-4e07-97c4-738fd3cb7117,96550947-3cf0-4e17-816e-b347b9a4b83a,1008,2023-12-20,4,943.04,481.76,Orders_2023.csv
0fdb701f-01f4-4523-80b6-8d002c0c4e85,96550947-3cf0-4e17-816e-b347b9a4b83a,1042,2023-08-05,2,30.46,24.36,Orders_2023.csv
9f0117ac-4f93-49e2-adfa-335402a34f37,96550947-3cf0-4e17-816e-b347b9a4b83a,1048,2023-12-09,4,260.84,100.4,Orders_2023.csv
86eda0ac-3f99-45e4-9313-fd7285e2e642,515d5080-8725-4a15-b600-a0b1c9761f39,1016,2023-05-13,4,172.8,113.12,Orders_2023.csv
1bf3c46a-2ead-4f03-9aaf-3e7b0f450928,515d5080-8725-4a15-b600-a0b1c9761f39,1035,2023-08-19,2,210.46,135.9,Orders_2023.csv
0d355cd2-0080-4f87-ad4b-04818b92f86e,515d5080-8725-4a15-b600-a0b1c9761f39,1045,2023-12-20,3,82.11,65.7,Orders_2023.csv
87eb0d68-9dac-4f5b-b771-db8d76697838,515d5080-8725-4a15-b600-a0b1c9761f39,1033,2023-08-16,2,471.52,240.88,Orders_2023.csv
175aa082-b629-446e-a8b8-63a3451c1da5,515d5080-8725-4a15-b600-a0b1c9761f39,1036,2023-11-14,4,107.32,53.28,Orders_2023.csv
70b20378-4825-4711-9f46-ead1ccbfbf54,23781516-59fe-4b3b-af71-4d6cb8a012ad,1036,2023-12-06,2,53.66,26.64,Orders_2023.csv
6f7a796d-8b05-4ef7-a609-f2f3314fd208,23781516-59fe-4b3b-af71-4d6cb8a012ad,1001,2023-02-07,1,19.49,11.55,Orders_2023.csv
82673a88-5bbf-4798-8b90-e015521772eb,23781516-59fe-4b3b-af71-4d6cb8a012ad,1015,2023-06-10,1,24.13,8.45,Orders_2023.csv
6a276029-95ba-484a-8e31-5def8d362486,23781516-59fe-4b3b-af71-4d6cb8a012ad,1039,2023-12-19,3,72.3,57.84,Orders_2023.csv
53b8e0b9-7c7c-4eff-a814-117bbad6c838,23781516-59fe-4b3b-af71-4d6cb8a012ad,1001,2023-11-04,2,38.98,23.1,Orders_2023.csv
d5f65661-3488-4700-87e2-f055b73dab60,23781516-59fe-4b3b-af71-4d6cb8a012ad,1040,2023-08-01,1,24.13,8.45,Orders_2023.csv
75835966-b49e-4baa-a54e-236272c77021,23781516-59fe-4b3b-af71-4d6cb8a012ad,1026,2023-11-30,4,77.96,46.2,Orders_2023.csv
9431afe2-682b-4888-bd98-3ef1830af421,23781516-59fe-4b3b-af71-4d6cb8a012ad,1013,2023-06-05,1,61.04,23.37,Orders_2023.csv
1d1bfdae-ce26-4f13-a374-6dc0b85f7759,23781516-59fe-4b3b-af71-4d6cb8a012ad,1045,2023-05-12,4,109.48,87.6,Orders_2023.csv
325cf3b1-a72a-4a20-a35b-a2f32c87be0d,977445c9-8561-4c71-a03c-ddf327b5dfc2,1020,2023-02-28,4,109.48,87.6,Orders_2023.csv
f3c17360-425c-4530-8bf5-0220cff04cbf,977445c9-8561-4c71-a03c-ddf327b5dfc2,1019,2023-11-30,2,42.74,15.02,Orders_2023.csv
ebd18ce7-ef7b-4b4c-98fe-8294d40fd7a0,977445c9-8561-4c71-a03c-ddf327b5dfc2,1014,2023-12-26,4,96.4,77.12,Orders_2023.csv
6933a9ae-390a-4b04-9437-806985bfe147,977445c9-8561-4c71-a03c-ddf327b5dfc2,1003,2023-11-23,2,80.7,23.38,Orders_2023.csv
64f5db5b-b8cb-42d9-a51c-6489c78c65ab,977445c9-8561-4c71-a03c-ddf327b5dfc2,1020,2023-09-21,4,109.48,87.6,Orders_2023.csv
8f46811d-68f3-4034-be76-b047fb1cbf85,977445c9-8561-4c71-a03c-ddf327b5dfc2,1013,2023-07-11,3,183.12,70.11,Orders_2023.csv
e177ebe6-6b72-407e-8fe2-7a41b8ec0b97,977445c9-8561-4c71-a03c-ddf327b5dfc2,1001,2023-02-09,4,77.96,46.2,Orders_2023.csv
f91705a8-abf0-4cf3-99b9-374e5d22fb16,977445c9-8561-4c71-a03c-ddf327b5dfc2,1019,2023-12-27,2,42.74,15.02,Orders_2023.csv
e08ddf82-81fe-4a0d-9b89-a84bf0b8c978,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1030,2023-08-10,4,76.24,43.52,Orders_2023.csv
77f20133-eebc-4082-bb08-d76f4f85b03f,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1021,2023-12-02,1,61.26,31.95,Orders_2023.csv
b8b7c6b1-3ca3-4a1f-82f0-3f0d23c21b10,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1038,2023-03-16,4,244.16,93.48,Orders_2023.csv
c1eaeea7-8fbf-4dda-89f3-eeee8f7a9b69,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1019,2023-12-21,2,42.74,15.02,Orders_2023.csv
1529c3e6-b50d-429d-a2e9-321ed931bcc1,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1015,2023-12-26,1,24.13,8.45,Orders_2023.csv
50894067-bb9b-4147-b646-770f51212192,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1048,2023-03-17,4,260.84,100.4,Orders_2023.csv
34bde0de-6127-4ea8-9dca-f7b4a81f42cb,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1033,2023-11-21,1,235.76,120.44,Orders_2023.csv
d406aef3-1a8d-45aa-819b-b74adf40b461,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1021,2023-04-06,1,61.26,31.95,Orders_2023.csv
4b780967-8af1-4ea4-a8df-c5c3f76bbf58,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1047,2023-12-08,1,88.77,21.69,Orders_2023.csv
3c57b7ca-7a8c-447e-bbe5-3b42fc63dd49,ebd558e7-7e80-4319-b5f2-1bbd43d443b7,1035,2023-08-08,1,105.23,67.95,Orders_2023.csv
5409be70-c51b-4254-9aa1-0427ef266b21,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1035,2023-06-04,4,420.92,271.8,Orders_2023.csv
a1fb3c83-4c7a-4710-afcc-9b0d2b847af4,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1009,2023-08-31,2,676.72,269.4,Orders_2023.csv
731b4fb3-a455-470b-bf00-aded4115e3bd,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1021,2023-10-27,3,183.78,95.85,Orders_2023.csv
8d6543d8-f6da-4368-8577-c742665bb499,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1042,2023-10-10,2,30.46,24.36,Orders_2023.csv
7e19cadf-33d1-40c6-874e-241a96bd8d84,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1030,2023-11-28,2,38.12,21.76,Orders_2023.csv
2c509dae-394c-4457-b546-5078f4f872c6,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1003,2023-08-13,4,161.4,46.76,Orders_2023.csv
8a538173-c920-49f1-9a34-773f3778021c,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1045,2023-01-15,2,54.74,43.8,Orders_2023.csv
6f0f5444-cea8-4caf-988f-db86f8f634e5,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1014,2023-10-09,3,72.3,57.84,Orders_2023.csv
4ca76c6a-4f2c-4149-8fdc-5e4e8840f911,,1043,2023-10-13,3,129.84,56.79,Orders_2023.csv
b3006638-cb49-4902-a579-5c66415fac6d,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1013,2023-07-10,1,61.04,23.37,Orders_2023.csv
439289cf-e6ea-4621-9f4e-74dba1e44b12,0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,1015,2023-08-11,4,96.52,33.8,Orders_2023.csv
43432da6-e290-4a4b-a180-eb3a23f53436,967b5e21-3557-4672-b9fa-1329548890df,1020,2023-09-27,3,82.11,65.7,Orders_2023.csv
bc721fbf-90b5-4abe-9718-5088964157d3,967b5e21-3557-4672-b9fa-1329548890df,1006,2023-03-13,1,232.2,71.26,Orders_2023.csv
a54ea5dc-d5fe-4e9f-836f-4bc65deef54f,967b5e21-3557-4672-b9fa-1329548890df,1032,2023-12-04,3,764.16,355.32,Orders_2023.csv
9826bd94-22b3-4a50-9dd4-9cf99b6fa308,967b5e21-3557-4672-b9fa-1329548890df,1024,2023-04-07,2,149.74,34.9,Orders_2023.csv
7ac95cba-2bbf-4b40-beeb-71e4987c2b0c,967b5e21-3557-4672-b9fa-1329548890df,1014,2023-09-08,2,48.2,38.56,Orders_2023.csv
78ef84a2-3e15-4633-8df1-395c67bdd23c,967b5e21-3557-4672-b9fa-1329548890df,1032,2023-03-30,1,254.72,118.44,Orders_2023.csv
dbd791d1-cf3d-46bd-9359-d25264890501,967b5e21-3557-4672-b9fa-1329548890df,1011,2023-12-25,1,26.83,13.32,Orders_2023.csv
86d86510-448b-4b88-aacb-f012d8cf0da9,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1044,2023-12-05,4,85.48,30.04,Orders_2023.csv
136f92c0-3f14-479f-8dc3-158a7706eb46,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1043,2023-05-10,4,173.12,75.72,Orders_2023.csv
ff53c770-4385-4ebd-9963-0a43cf8c0799,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1021,2023-10-04,2,122.52,63.9,Orders_2023.csv
a7b6f870-c347-43cb-a0dc-48cad6505a08,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1047,2023-11-24,4,355.08,86.76,Orders_2023.csv
713cc0d0-92c3-4608-a04d-120bdb96df07,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1031,2023-08-11,4,928.8,285.04,Orders_2023.csv
df97eb8d-3047-46db-859c-2533480b909c,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1009,2023-02-07,2,676.72,269.4,Orders_2023.csv
52e444d8-a7f1-4792-9b45-e9da2d8203fa,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1013,2023-11-20,1,61.04,23.37,Orders_2023.csv
423cd558-30cf-4213-a543-b48f4ca6a5d5,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1035,2023-09-26,1,105.23,67.95,Orders_2023.csv
77e23ac2-d8e2-4ab5-ae5b-520f72824faa,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1016,2023-11-11,1,43.2,28.28,Orders_2023.csv
27da23ef-1dea-468e-a078-d95452244745,98aaf1ba-6661-4a2c-b7de-6279ddc742ec,1015,2023-12-11,3,72.39,25.35,Orders_2023.csv
10351c1b-18b0-4449-9249-ad0185550811,82df6f1e-6e7d-40cd-aec0-e796f8f27a63,1001,2023-12-02,3,58.47,34.65,Orders_2023.csv
60b5b2d9-7283-4560-99e9-3fba4b007e1d,82df6f1e-6e7d-40cd-aec0-e796f8f27a63,1003,2023-12-23,4,161.4,46.76,Orders_2023.csv
bb83271c-02cc-414f-a6eb-87fa4b968fc3,82df6f1e-6e7d-40cd-aec0-e796f8f27a63,1021,2023-05-31,4,245.04,127.8,Orders_2023.csv
1fada8bd-0211-4711-bea5-4aa5db8d79d3,82df6f1e-6e7d-40cd-aec0-e796f8f27a63,1037,2023-11-06,3,104.61,70.83,Orders_2023.csv
381e3b68-31a1-46cb-8284-fec83ac54398,82df6f1e-6e7d-40cd-aec0-e796f8f27a63,1016,2023-10-17,1,43.2,28.28,Orders_2023.csv
d92dd55a-8d3c-44d3-87f2-bcdf7d159c1e,e5040015-0c1f-4b62-84e4-6278ebfb2842,1025,2023-07-25,1,73.41,24.81,Orders_2023.csv
9ac5280e-3cc0-42f8-ac42-e8d229ce5244,e5040015-0c1f-4b62-84e4-6278ebfb2842,1031,2023-07-29,3,696.6,213.78,Orders_2023.csv
8893d611-73ad-4166-8fa9-0c0e66177e16,e5040015-0c1f-4b62-84e4-6278ebfb2842,1012,2023-07-14,3,104.61,70.83,Orders_2023.csv
ec0f2c37-9c8d-465d-a9fa-133681fc2c50,e5040015-0c1f-4b62-84e4-6278ebfb2842,1012,2023-09-20,4,139.48,94.44,Orders_2023.csv
68438759-4508-4c2c-9bd9-2f1feb1da9b5,e5040015-0c1f-4b62-84e4-6278ebfb2842,1040,2023-12-29,3,72.39,25.35,Orders_2023.csv
9495935c-caf7-4167-a2c9-ed764f12c78e,e5040015-0c1f-4b62-84e4-6278ebfb2842,1026,2023-01-06,1,19.49,11.55,Orders_2023.csv
cba53240-26b1-4b62-9c43-97577ad3d79d,a1d952b9-ce77-46c9-a08b-f5e62486096f,1026,2023-12-31,2,38.98,23.1,Orders_2023.csv
3458c4c0-5501-45be-af80-cf4d68d62b6a,a1d952b9-ce77-46c9-a08b-f5e62486096f,1010,2023-09-15,3,315.69,203.85,Orders_2023.csv
36b34d23-2b05-4c1a-9e17-6e718468d501,a1d952b9-ce77-46c9-a08b-f5e62486096f,1050,2023-08-15,1,73.41,24.81,Orders_2023.csv
66079458-c4ca-4d30-91e0-dc9b9c37932b,a1d952b9-ce77-46c9-a08b-f5e62486096f,1022,2023-12-19,2,177.54,43.38,Orders_2023.csv
46224cec-b42f-4e09-8c7f-a8543a1c40e4,a1d952b9-ce77-46c9-a08b-f5e62486096f,1021,2023-11-01,1,61.26,31.95,Orders_2023.csv
a7cbef0b-0200-48f4-925d-2162162d4c8e,ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,1021,2023-12-01,3,,95.85,Orders_2023.csv
b7abf94c-eded-4483-b025-f8565cc743b2,ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,1007,2023-11-20,3,764.16,355.32,Orders_2023.csv
ecd7cdf1-2343-45f1-b00f-95b0eeacf0bb,ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,1010,2023-02-28,4,420.92,271.8,Orders_2023.csv
34859a1d-a70a-48d0-9f93-9d9778d28d3d,ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,1029,2023-11-28,2,46.98,18.34,Orders_2023.csv
02bd0a7d-0f73-4964-bc8e-2233725bedc1,ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,1017,2023-04-27,3,45.69,36.54,Orders_2023.csv
0c7f5faf-6ee1-4cbc-9cfd-e379753c8aa5,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1026,2023-05-29,4,77.96,46.2,Orders_2023.csv
c72531a0-bb92-4355-a196-0b95474888d4,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1039,2023-05-18,1,24.1,19.28,Orders_2023.csv
ff0d54eb-2c86-4b37-9d5d-56220dfa8521,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1040,2023-08-23,2,48.26,16.9,Orders_2023.csv
09b4a874-330e-4296-8df1-fc4cac96bedd,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1017,2023-06-21,1,15.23,12.18,Orders_2023.csv
43c8a309-199f-4329-80d4-ce850ab683aa,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1028,2023-09-17,2,80.7,23.38,Orders_2023.csv
485bcaaa-2e35-499f-b7f9-7d770966f215,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1014,2023-07-31,2,,38.56,Orders_2023.csv
8ea8e9ba-24d2-4deb-a22c-df1a3017addf,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1026,2023-08-03,4,77.96,46.2,Orders_2023.csv
b6270773-9f50-433c-b36f-1e812bba5e2b,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1022,2023-11-13,4,355.08,86.76,Orders_2023.csv
c0dcd504-7a48-47dc-a69d-0827c7610d33,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1023,2023-05-14,3,195.63,75.3,Orders_2023.csv
68ae1ce1-9877-4dae-8a5c-5926a8a38fa6,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1031,2023-11-21,1,232.2,71.26,Orders_2023.csv
36d08a80-fffd-49a8-a542-3cad1824e357,fdfd6a26-e160-41ca-ba3d-6a74d52e433b,1044,2023-06-12,3,64.11,22.53,Orders_2023.csv
a123e8ae-c416-4838-abbd-ee0a3c32f1a5,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1018,2023-11-21,4,173.12,75.72,Orders_2023.csv
a00eab9e-9830-4480-8c55-6dbd250a7eae,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1040,2023-12-12,3,72.39,25.35,Orders_2023.csv
8720b92f-e4da-401d-9724-3ed1fe576b5d,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1050,2023-02-09,2,146.82,49.62,Orders_2023.csv
754af9e1-169f-4ea4-864b-16573c6aa185,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1019,2023-09-13,4,85.48,30.04,Orders_2023.csv
db40c070-d0f8-4156-92b5-8fcdc40cf659,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1049,2023-03-13,1,74.87,17.45,Orders_2023.csv
675bce33-1e76-45a2-b9c9-2ea8968e247e,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1009,2023-11-07,1,338.36,134.7,Orders_2023.csv
b729315b-1848-4962-87c5-a87987efb870,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1004,2023-05-31,3,70.47,27.51,Orders_2023.csv
b6f055a0-aa4a-4320-b862-082626039816,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1035,2023-12-06,2,210.46,135.9,Orders_2023.csv
dc62d30b-143e-48b4-8424-3e4c805700bf,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1001,2023-02-03,1,19.49,11.55,Orders_2023.csv
52c9b698-0651-42cc-9efc-3347b4330f29,a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,1046,2023-12-30,3,183.78,95.85,Orders_2023.csv
45ce24cf-c930-49f4-a6b6-1153962d36ee,6484f72d-36e0-4b57-b749-fc901a112e94,1014,2023-01-06,4,96.4,77.12,Orders_2023.csv
8fb2db45-e383-4fdc-bce8-fee3c0e510bd,6484f72d-36e0-4b57-b749-fc901a112e94,1050,2023-01-12,3,220.23,74.43,Orders_2023.csv
c7e2aa53-e63f-4916-84b0-dcd24aeb9131,6484f72d-36e0-4b57-b749-fc901a112e94,1015,2023-08-22,2,48.26,16.9,Orders_2023.csv
7af10ce4-d803-4f28-bdec-b13a68bfb5f9,6484f72d-36e0-4b57-b749-fc901a112e94,1036,2023-12-07,4,107.32,53.28,Orders_2023.csv
8d9f7585-a420-4b83-9ad5-ecc1f9a580cd,6484f72d-36e0-4b57-b749-fc901a112e94,1016,2023-11-22,3,129.6,84.84,Orders_2023.csv
c6ca760b-8490-4004-9461-80e3f1d7ddca,6484f72d-36e0-4b57-b749-fc901a112e94,1032,2023-12-09,1,254.72,118.44,Orders_2023.csv
3830a904-b140-40b4-86bc-7a8108f8e18b,6484f72d-36e0-4b57-b749-fc901a112e94,1033,2023-08-02,2,471.52,240.88,Orders_2023.csv
cd0665d4-fe4c-457a-b1ad-6e096b440c76,6484f72d-36e0-4b57-b749-fc901a112e94,1035,2023-06-19,2,210.46,135.9,Orders_2023.csv
1e9d2b72-1b5f-4788-9f48-758beadce2cd,6484f72d-36e0-4b57-b749-fc901a112e94,1014,2023-11-27,4,96.4,77.12,Orders_2023.csv
